height, weight, label  
183,95,thin
199,99,thin
184,69,thin
176,69,thin
155,80,thin
169,49,thin
197,63,thin
150,88,thin
120,54,thin
191,60,thin
146,58,thin
161,36,thin
197,67,thin
190,73,thin
173,36,thin
168,96,thin
184,91,thin
161,51,thin
176,59,thin
188,50,thin
165,70,thin
160,91,thin
134,52,thin
157,92,thin
126,96,thin
200,48,thin
170,56,thin
189,52,thin
182,79,thin
196,51,thin
197,61,thin
184,79,thin
122,69,thin
183,38,thin
176,90,thin
126,70,thin
133,91,thin
133,69,thin
167,75,thin
198,84,thin
130,94,thin
135,42,thin
151,47,thin
185,38,thin
179,47,thin
177,91,thin
127,67,thin
127,74,thin
134,67,thin
122,60,thin
150,63,thin
128,72,thin
123,61,thin
140,82,thin
188,98,thin
153,39,thin
146,74,thin
196,100,thin
199,58,thin
132,64,thin
159,70,thin
193,73,thin
172,48,thin
144,88,thin
156,75,thin
170,47,thin
159,62,thin
169,66,thin
144,45,thin
181,54,thin
126,59,thin
171,84,thin
136,91,thin
157,65,thin
152,52,thin
150,35,thin
172,43,thin
149,95,thin
146,38,thin
135,79,thin
172,66,thin
174,86,thin
140,60,thin
121,83,thin
166,56,thin
143,42,thin
189,50,thin
164,42,thin
135,79,thin
176,95,thin
132,47,thin
164,63,thin
123,80,thin
144,61,thin
123,37,thin
125,55,thin
153,92,thin
120,67,thin
143,71,thin
200,75,thin
163,88,thin
186,59,thin
177,61,thin
136,63,thin
149,44,thin
180,59,thin
176,98,thin
121,72,thin
178,76,thin
192,95,thin
128,69,thin
188,57,thin
169,47,thin
177,53,thin
134,50,thin
141,61,thin
143,61,thin
129,75,thin
179,42,thin
176,88,thin
185,56,thin
125,49,thin
167,71,thin
162,82,thin
162,65,thin
195,58,thin
199,90,thin
122,100,thin
195,77,thin
200,64,thin
185,50,thin
166,72,thin
148,50,thin
167,37,thin
148,40,thin
129,78,thin
166,85,thin
147,79,thin
134,63,thin
134,78,thin
145,93,thin
189,84,thin
144,66,thin
140,61,thin
171,58,thin
169,37,thin
163,72,thin
125,93,thin
147,36,thin
158,48,thin
174,39,thin
133,47,thin
138,60,thin
158,40,thin
126,37,thin
197,99,thin
195,73,thin
178,46,thin
156,70,thin
175,78,thin
167,40,thin
187,95,thin
196,55,thin
131,68,thin
152,68,thin
131,36,thin
172,86,thin
178,94,thin
171,73,thin
145,41,thin
186,60,thin
156,43,thin
191,42,thin
176,61,thin
181,44,thin
178,96,thin
132,48,thin
181,80,thin
159,53,thin
130,98,thin
192,35,thin
166,81,thin
121,62,thin
146,55,thin
161,85,thin
171,65,thin
148,36,thin
138,92,thin
192,42,thin
163,38,thin
149,83,thin
176,93,thin
198,50,thin
143,52,thin
198,82,thin
140,62,thin
124,49,thin
147,57,thin
163,86,thin
166,92,thin
136,96,thin
194,83,thin
155,46,thin
192,45,thin
179,39,thin
160,70,thin
149,60,thin
148,74,thin
195,71,thin
177,95,thin
184,78,thin
125,87,thin
121,74,thin
162,99,thin
156,77,thin
153,44,thin
173,72,thin
158,88,thin
175,58,thin
183,98,thin
139,98,thin
137,58,thin
122,93,thin
135,42,thin
165,92,thin
169,65,thin
190,50,thin
171,86,thin
170,77,thin
188,99,thin
173,63,thin
194,45,thin
152,91,thin
130,62,thin
155,77,thin
159,73,thin
180,79,thin
168,74,thin
177,83,thin
152,35,thin
129,49,thin
169,90,thin
123,50,thin
148,56,thin
143,72,thin
150,36,thin
145,96,thin
187,41,thin
170,43,thin
180,93,thin
146,81,thin
147,59,thin
198,36,thin
129,58,thin
156,35,thin
195,42,thin
163,84,thin
158,82,thin
190,51,thin
134,70,thin
143,96,thin
185,68,thin
156,36,thin
163,79,thin
167,52,thin
159,72,thin
136,47,thin
141,51,thin
128,49,thin
191,99,thin
133,63,thin
138,85,thin
125,46,thin
191,38,thin
126,78,thin
146,98,thin
177,69,thin
169,85,thin
190,92,thin
125,77,thin
125,98,thin
126,71,thin
198,42,thin
166,62,thin
127,43,thin
171,49,thin
177,87,thin
188,37,thin
124,54,thin
182,78,thin
196,84,thin
145,42,thin
168,97,thin
196,68,thin
157,90,thin
121,45,thin
194,83,thin
158,41,thin
121,86,thin
161,63,thin
182,60,thin
186,97,thin
142,67,thin
167,84,thin
124,52,thin
137,91,thin
198,53,thin
183,43,thin
199,39,thin
192,46,thin
182,42,thin
162,95,thin
149,73,thin
146,39,thin
189,77,thin
127,88,thin
175,61,thin
166,74,thin
188,61,thin
152,47,thin
186,53,thin
190,55,thin
183,89,thin
195,93,thin
134,95,thin
188,87,thin
142,36,thin
193,66,thin
184,65,thin
175,64,thin
133,66,thin
149,68,thin
164,96,thin
133,91,thin
194,97,thin
175,45,thin
193,81,thin
122,42,thin
146,78,thin
138,90,thin
145,60,thin
154,40,thin
121,74,thin
169,82,thin
153,76,thin
185,86,thin
130,83,thin
138,71,thin
188,44,thin
167,77,thin
121,81,thin
128,87,thin
164,51,thin
182,92,thin
190,94,thin
171,76,thin
191,49,thin
192,71,thin
179,53,thin
131,95,thin
165,61,thin
186,81,thin
181,96,thin
137,85,thin
187,61,thin
172,73,thin
130,66,thin
139,70,thin
200,93,thin
195,96,thin
187,73,thin
154,79,thin
166,94,thin
120,62,thin
189,86,thin
186,35,thin
158,63,thin
127,91,thin
200,84,thin
153,64,thin
199,37,thin
193,42,thin
189,92,thin
199,99,thin
160,58,thin
192,45,thin
170,69,thin
197,94,thin
173,92,thin
150,72,thin
182,84,thin
129,52,thin
192,83,thin
186,75,thin
163,100,thin
166,69,thin
121,46,thin
152,44,thin
171,89,thin
134,38,thin
126,54,thin
180,70,thin
158,97,thin
186,36,thin
199,77,thin
150,67,thin
154,77,thin
150,72,thin
197,64,thin
185,78,thin
163,75,thin
156,97,thin
141,93,thin
147,58,thin
127,43,thin
151,62,thin
129,66,thin
169,86,thin
155,48,thin
161,77,thin
156,37,thin
121,53,thin
161,61,thin
200,71,thin
162,85,thin
136,84,thin
166,82,thin
158,43,thin
142,78,thin
156,36,thin
129,77,thin
164,86,thin
137,99,thin
196,84,thin
123,52,thin
199,53,thin
154,98,thin
123,44,thin
130,80,thin
128,52,thin
160,43,thin
149,85,thin
124,55,thin
128,70,thin
164,60,thin
138,52,thin
159,35,thin
144,40,thin
170,45,thin
184,35,thin
167,98,thin
140,61,thin
166,98,thin
171,46,thin
131,55,thin
164,53,thin
123,57,thin
169,59,thin
160,50,thin
183,86,thin
135,85,thin
188,75,thin
176,73,thin
184,99,thin
190,74,thin
188,61,thin
172,98,thin
175,92,thin
152,41,thin
160,82,thin
127,53,thin
121,65,thin
157,45,thin
120,85,thin
141,80,thin
135,94,thin
186,44,thin
182,65,thin
124,79,thin
187,59,thin
200,61,thin
136,73,thin
131,70,thin
122,35,thin
131,82,thin
187,39,thin
165,86,thin
134,45,thin
170,56,thin
156,59,thin
182,37,thin
181,85,thin
191,89,thin
181,75,thin
129,91,thin
121,68,thin
160,80,thin
173,38,thin
176,55,thin
155,51,thin
169,79,thin
152,93,thin
177,74,thin
170,47,thin
159,86,thin
135,47,thin
122,67,thin
126,56,thin
147,60,thin
163,50,thin
136,100,thin
172,81,thin
158,47,thin
120,69,thin
161,42,thin
197,51,thin
176,49,thin
187,80,thin
150,63,thin
148,63,thin
182,54,thin
128,52,thin
133,73,thin
167,93,thin
167,60,thin
145,52,thin
125,69,thin
179,52,thin
131,68,thin
143,95,thin
199,36,thin
149,45,thin
146,79,thin
131,100,thin
178,77,thin
176,53,thin
131,47,thin
159,78,thin
157,39,thin
192,91,thin
149,57,thin
156,71,thin
143,57,thin
189,83,thin
161,68,thin
163,61,thin
192,98,thin
132,86,thin
174,96,thin
142,64,thin
157,59,thin
134,36,thin
132,47,thin
183,81,thin
182,96,thin
171,90,thin
195,92,thin
148,90,thin
133,47,thin
163,67,thin
125,59,thin
154,71,thin
136,74,thin
127,88,thin
169,56,thin
182,90,thin
144,37,thin
155,91,thin
169,85,thin
140,86,thin
159,41,thin
137,70,thin
150,68,thin
155,98,thin
191,83,thin
169,46,thin
156,80,thin
147,86,thin
155,45,thin
190,75,thin
120,50,thin
124,64,thin
161,49,thin
163,85,thin
186,97,thin
168,59,thin
171,55,thin
180,84,thin
190,58,thin
199,67,thin
144,41,thin
121,80,thin
156,96,thin
165,81,thin
130,58,thin
162,54,thin
194,70,thin
197,62,thin
123,87,thin
159,77,thin
153,95,thin
181,44,thin
137,39,thin
176,92,thin
188,89,thin
183,95,thin
152,97,thin
124,66,thin
171,67,thin
173,80,thin
152,60,thin
195,69,thin
126,42,thin
126,82,thin
178,56,thin
190,82,thin
138,76,thin
151,74,thin
163,53,thin
155,44,thin
151,90,thin
129,88,thin
171,89,thin
144,45,thin
177,50,thin
187,47,thin
200,99,thin
158,58,thin
131,82,thin
184,52,thin
151,100,thin
189,43,thin
161,50,thin
187,37,thin
140,60,thin
136,51,thin
146,84,thin
138,97,thin
188,47,thin
142,99,thin
162,53,thin
173,56,thin
174,51,thin
174,68,thin
140,59,thin
158,89,thin
193,90,thin
166,95,thin
179,66,thin
180,49,thin
127,69,thin
144,83,thin
174,85,thin
197,39,thin
124,63,thin
128,54,thin
169,81,thin
170,59,thin
145,90,thin
156,70,thin
164,76,thin
188,81,thin
170,92,thin
169,70,thin
188,83,thin
140,60,thin
176,94,thin
141,70,thin
132,100,thin
171,88,thin
122,64,thin
174,42,thin
131,92,thin
181,49,thin
158,50,thin
120,65,thin
180,39,thin
120,95,thin
182,43,thin
185,67,thin
126,62,thin
131,68,thin
127,82,thin
133,70,thin
133,56,thin
135,63,thin
183,69,thin
149,72,thin
174,92,thin
178,56,thin
140,60,thin
173,55,thin
178,70,thin
136,73,thin
142,84,thin
136,77,thin
159,44,thin
194,73,thin
165,67,thin
146,58,thin
145,88,thin
174,43,thin
146,47,thin
122,72,thin
155,45,thin
199,50,thin
178,76,thin
162,35,thin
161,63,thin
143,61,thin
148,70,thin
131,54,thin
169,54,thin
197,87,thin
157,53,thin
147,92,thin
194,74,thin
168,76,thin
140,47,thin
162,44,thin
189,76,thin
123,59,thin
182,84,thin
124,98,thin
134,76,thin
136,55,thin
181,50,thin
136,38,thin
197,82,thin
191,71,thin
183,92,thin
134,37,thin
174,78,thin
163,49,thin
162,61,thin
150,50,thin
138,79,thin
139,43,thin
155,35,thin
136,99,thin
163,92,thin
126,78,thin
159,72,thin
159,86,thin
137,46,thin
155,95,thin
156,94,thin
191,53,thin
155,53,thin
165,89,thin
184,41,thin
187,37,thin
127,86,thin
183,35,thin
164,43,thin
148,90,thin
141,50,thin
176,90,thin
179,95,thin
126,96,thin
136,72,thin
169,44,thin
198,76,thin
150,62,thin
193,47,thin
166,41,thin
193,42,thin
135,44,thin
198,41,thin
139,65,thin
169,88,thin
200,65,thin
144,92,thin
140,75,thin
174,97,thin
138,97,thin
140,49,thin
134,95,thin
152,44,thin
179,86,thin
149,100,thin
158,76,thin
168,38,thin
155,92,thin
139,64,thin
166,76,thin
168,80,thin
139,76,thin
156,74,thin
141,35,thin
158,42,thin
183,78,thin
179,52,thin
160,85,thin
182,67,thin
149,87,thin
199,71,thin
191,51,thin
128,89,thin
129,46,thin
131,41,thin
180,88,thin
121,98,thin
140,50,thin
193,84,thin
195,55,thin
172,38,thin
191,41,thin
190,56,thin
177,45,thin
159,99,thin
172,43,thin
137,44,thin
171,78,thin
185,46,thin
121,38,thin
142,99,thin
158,61,thin
124,80,thin
188,66,thin
143,36,thin
133,56,thin
196,50,thin
154,80,thin
149,90,thin
167,78,thin
191,37,thin
169,100,thin
184,37,thin
191,61,thin
156,53,thin
183,84,thin
194,56,thin
179,53,thin
185,100,thin
193,56,thin
145,37,thin
149,81,thin
137,66,thin
177,53,thin
187,87,thin
181,46,thin
180,45,thin
170,82,thin
150,58,thin
158,37,thin
142,40,thin
154,88,thin
148,70,thin
183,87,thin
182,99,thin
194,58,thin
164,92,thin
178,68,thin
154,54,thin
182,68,thin
172,98,thin
158,87,thin
146,80,thin
146,35,thin
144,97,thin
136,66,thin
130,67,thin
185,100,thin
155,35,thin
173,57,thin
161,84,thin
187,68,thin
141,51,thin
123,35,thin
170,56,thin
143,62,thin
161,89,thin
121,39,thin
178,38,thin
146,71,thin
167,96,thin
172,61,thin
138,48,thin
129,91,thin
194,75,thin
179,70,thin
125,46,thin
186,63,thin
127,84,thin
129,92,thin
131,96,thin
170,35,thin
190,42,thin
147,75,thin
148,92,thin
120,52,thin
183,67,thin
193,94,thin
166,98,thin
149,42,thin
121,77,thin
134,54,thin
134,39,thin
196,62,thin
132,60,thin
147,36,thin
184,76,thin
121,47,thin
179,67,thin
187,60,thin
183,71,thin
167,93,thin
130,74,thin
195,53,thin
193,77,thin
171,74,thin
167,81,thin
176,77,thin
134,58,thin
127,74,thin
120,37,thin
171,89,thin
128,57,thin
121,67,thin
176,90,thin
156,52,thin
200,49,thin
181,43,thin
162,72,thin
177,53,thin
194,99,thin
153,89,thin
163,50,thin
167,99,thin
173,97,thin
180,67,thin
199,83,thin
188,85,thin
181,100,thin
143,71,thin
194,69,thin
156,77,thin
155,48,thin
169,61,thin
130,52,thin
136,62,thin
176,74,thin
145,89,thin
167,100,thin
163,87,thin
186,54,thin
174,82,thin
125,96,thin
162,70,thin
194,86,thin
200,41,thin
146,75,thin
193,56,thin
148,91,thin
158,97,thin
150,92,thin
176,83,thin
172,85,thin
186,47,thin
199,49,thin
144,66,thin
146,100,thin
132,52,thin
123,69,thin
139,43,thin
200,45,thin
128,36,thin
176,84,thin
173,100,thin
197,42,thin
153,61,thin
179,100,thin
157,35,thin
157,92,thin
174,55,thin
130,52,thin
129,55,thin
163,77,thin
144,72,thin
176,63,thin
149,89,thin
123,58,thin
157,44,thin
142,77,thin
181,38,thin
160,62,thin
160,98,thin
152,49,thin
127,64,thin
195,53,thin
186,88,thin
123,90,thin
182,40,thin
145,87,thin
136,100,thin
196,43,thin
190,45,thin
174,48,thin
152,37,thin
172,44,thin
138,77,thin
178,83,thin
146,61,thin
146,55,thin
176,60,thin
177,100,thin
133,64,thin
173,55,thin
123,54,thin
143,43,thin
143,69,thin
167,98,thin
178,68,thin
180,66,thin
169,39,thin
174,88,thin
186,39,thin
148,80,thin
138,70,thin
170,74,thin
160,45,thin
152,38,thin
190,44,thin
138,54,thin
137,89,thin
165,95,thin
184,36,thin
143,96,thin
170,42,thin
130,51,thin
187,56,thin
123,98,thin
185,70,thin
158,41,thin
140,52,thin
181,38,thin
172,69,thin
165,97,thin
134,93,thin
132,88,thin
132,35,thin
171,37,thin
200,61,thin
178,75,thin
163,67,thin
160,73,thin
171,49,thin
146,41,thin
163,76,thin
147,98,thin
143,73,thin
186,91,thin
190,80,thin
190,84,thin
137,62,thin
175,43,thin
199,91,thin
134,67,thin
179,54,thin
172,97,thin
163,56,thin
167,100,thin
188,61,thin
190,43,thin
178,66,thin
196,42,thin
181,85,thin
159,56,thin
123,41,thin
189,39,thin
140,88,thin
173,79,thin
123,73,thin
146,71,thin
126,100,thin
156,38,thin
159,59,thin
162,45,thin
130,71,thin
162,54,thin
147,65,thin
170,63,thin
190,70,thin
188,97,thin
177,43,thin
191,97,thin
161,38,thin
120,78,thin
163,90,thin
138,49,thin
186,39,thin
129,66,thin
169,72,thin
142,85,thin
189,65,thin
193,40,thin
124,67,thin
180,65,thin
188,41,thin
179,53,thin
135,50,thin
180,82,thin
121,100,thin
192,48,thin
169,65,thin
167,94,thin
176,85,thin
136,40,thin
184,64,thin
191,77,thin
139,66,thin
127,35,thin
193,60,thin
130,93,thin
137,83,thin
190,72,thin
127,40,thin
196,80,thin
141,86,thin
139,87,thin
182,100,thin
148,39,thin
124,56,thin
188,66,thin
139,100,thin
132,48,thin
171,61,thin
189,43,thin
148,37,thin
155,37,thin
124,81,thin
193,44,thin
159,79,thin
195,48,thin
196,100,thin
154,51,thin
128,57,thin
199,95,thin
161,63,thin
180,65,thin
126,50,thin
128,83,thin
191,47,thin
166,69,thin
149,81,thin
157,48,thin
189,74,thin
124,98,thin
151,35,thin
185,73,thin
135,72,thin
182,80,thin
170,73,thin
180,100,thin
161,36,thin
151,70,thin
197,72,thin
193,89,thin
161,85,thin
181,97,thin
146,37,thin
178,64,thin
188,41,thin
135,35,thin
157,52,thin
122,94,thin
166,52,thin
183,47,thin
120,75,thin
141,70,thin
167,37,thin
124,55,thin
153,81,thin
122,89,thin
162,94,thin
120,35,thin
162,67,thin
177,91,thin
138,99,thin
180,49,thin
131,93,thin
181,59,thin
148,77,thin
178,40,thin
154,84,thin
189,69,thin
183,77,thin
179,53,thin
120,55,thin
173,53,thin
144,49,thin
121,49,thin
183,46,thin
137,96,thin
154,100,thin
187,42,thin
194,82,thin
200,71,thin
156,56,thin
131,76,thin
126,53,thin
181,97,thin
162,71,thin
185,55,thin
188,65,thin
138,39,thin
159,83,thin
162,57,thin
199,74,thin
133,67,thin
192,74,thin
156,84,thin
195,80,thin
139,62,thin
140,55,thin
188,97,thin
161,58,thin
172,53,thin
193,96,thin
176,97,thin
192,47,thin
147,58,thin
160,57,thin
199,62,thin
147,91,thin
171,76,thin
120,61,thin
174,92,thin
164,63,thin
169,56,thin
132,59,thin
190,74,thin
138,73,thin
131,45,thin
188,75,thin
144,80,thin
187,100,thin
181,77,thin
178,65,thin
142,75,thin
176,94,thin
121,82,thin
179,53,thin
125,80,thin
197,95,thin
180,79,thin
180,92,thin
168,56,thin
184,70,thin
125,44,thin
139,78,thin
175,49,thin
200,72,thin
153,37,thin
173,78,thin
167,66,thin
166,80,thin
120,43,thin
172,79,thin
126,98,thin
179,82,thin
178,91,thin
155,86,thin
167,91,thin
165,91,thin
167,93,thin
188,55,thin
157,97,thin
162,80,thin
141,73,thin
192,48,thin
139,85,thin
197,65,thin
124,70,thin
137,95,thin
146,44,thin
191,47,thin
140,43,thin
157,86,thin
144,96,thin
181,61,thin
128,61,thin
133,58,thin
137,68,thin
174,86,thin
175,85,thin
176,94,thin
197,99,thin
167,49,thin
177,75,thin
172,81,thin
143,85,thin
187,71,thin
163,81,thin
187,98,thin
190,55,thin
195,80,thin
172,58,thin
193,92,thin
122,82,thin
143,38,thin
148,84,thin
144,92,thin
157,74,thin
129,47,thin
155,71,thin
158,77,thin
166,75,thin
152,50,thin
185,54,thin
125,71,thin
143,100,thin
144,66,thin
189,53,thin
199,95,thin
180,94,thin
177,77,thin
162,94,thin
133,73,thin
193,83,thin
143,36,thin
173,99,thin
124,56,thin
143,40,thin
126,38,thin
200,97,thin
176,96,thin
152,64,thin
148,40,thin
147,53,thin
192,89,thin
199,50,thin
182,44,thin
132,93,thin
189,67,thin
144,43,thin
139,54,thin
198,78,thin
141,54,thin
157,44,thin
140,94,thin
195,98,thin
191,64,thin
187,92,thin
184,70,thin
154,46,thin
136,82,thin
157,45,thin
186,52,thin
191,63,thin
153,41,thin
166,79,thin
184,57,thin
138,95,thin
124,51,thin
137,42,thin
181,97,thin
165,69,thin
156,72,thin
130,58,thin
143,47,thin
124,94,thin
142,38,thin
164,69,thin
161,44,thin
123,96,thin
140,88,thin
187,73,thin
182,75,thin
156,75,thin
141,71,thin
173,66,thin
138,55,thin
169,54,thin
154,83,thin
175,42,thin
134,71,thin
187,40,thin
155,87,thin
157,70,thin
183,75,thin
126,41,thin
161,37,thin
162,50,thin
140,97,thin
121,94,thin
190,99,thin
141,87,thin
189,36,thin
191,57,thin
183,55,thin
192,58,thin
132,82,thin
150,84,thin
188,57,thin
151,43,thin
188,73,thin
191,48,thin
197,59,thin
194,92,thin
190,96,thin
172,70,thin
199,82,thin
173,56,thin
152,61,thin
173,37,thin
182,67,thin
186,69,thin
172,40,thin
173,75,thin
162,94,thin
192,87,thin
152,90,thin
178,42,thin
193,94,thin
186,42,thin
200,80,thin
133,43,thin
187,35,thin
161,43,thin
198,86,thin
184,95,thin
191,76,thin
196,78,thin
170,70,thin
164,55,thin
162,62,thin
175,35,thin
167,45,thin
194,89,thin
143,39,thin
188,70,thin
190,81,thin
173,70,thin
159,65,thin
133,80,thin
142,52,thin
144,37,thin
165,66,thin
144,41,thin
177,75,thin
133,38,thin
183,55,thin
155,48,thin
132,93,thin
186,53,thin
160,76,thin
181,83,thin
158,53,thin
141,90,thin
184,68,thin
171,41,thin
179,35,thin
132,74,thin
187,64,thin
138,84,thin
160,37,thin
139,74,thin
136,47,thin
189,84,thin
196,43,thin
196,50,thin
197,99,thin
197,92,thin
149,53,thin
165,84,thin
147,71,thin
125,40,thin
174,61,thin
156,66,thin
149,87,thin
176,71,thin
135,62,thin
152,100,thin
140,74,thin
151,63,thin
197,53,thin
200,44,thin
182,68,thin
132,43,thin
139,65,thin
192,89,thin
145,64,thin
122,99,thin
200,90,thin
179,50,thin
134,48,thin
166,99,thin
153,99,thin
162,95,thin
130,99,thin
157,45,thin
179,99,thin
186,63,thin
161,49,thin
136,74,thin
161,78,thin
144,75,thin
137,68,thin
141,68,thin
179,90,thin
189,91,thin
172,92,thin
126,47,thin
181,35,thin
158,60,thin
134,58,thin
189,69,thin
163,44,thin
136,65,thin
198,81,thin
180,39,thin
169,51,thin
188,53,thin
181,79,thin
184,68,thin
132,65,thin
121,86,thin
161,48,thin
198,70,thin
198,43,thin
147,86,thin
186,77,thin
174,98,thin
186,46,thin
172,84,thin
153,87,thin
156,60,thin
131,52,thin
145,89,thin
188,100,thin
161,91,thin
142,65,thin
130,61,thin
196,85,thin
157,41,thin
177,50,thin
169,77,thin
120,63,thin
148,93,thin
162,38,thin
167,36,thin
151,67,thin
180,40,thin
156,96,thin
136,78,thin
192,50,thin
188,80,thin
187,93,thin
148,54,thin
134,77,thin
178,60,thin
184,69,thin
168,75,thin
120,60,thin
190,100,thin
133,74,thin
156,35,thin
176,89,thin
122,62,thin
134,38,thin
153,97,thin
179,51,thin
192,38,thin
172,53,thin
198,57,thin
186,44,thin
180,74,thin
182,85,thin
142,36,thin
152,39,thin
174,80,thin
125,57,thin
152,68,thin
185,60,thin
121,42,thin
135,99,thin
164,49,thin
126,50,thin
170,47,thin
185,93,thin
169,80,thin
136,44,thin
133,100,thin
198,37,thin
199,74,thin
163,74,thin
169,89,thin
198,55,thin
142,54,thin
123,88,thin
146,69,thin
179,40,thin
137,40,thin
130,52,thin
158,39,thin
170,99,thin
180,43,thin
174,88,thin
160,55,thin
183,57,thin
192,100,thin
133,43,thin
159,96,thin
166,77,thin
161,45,thin
127,59,thin
183,92,thin
135,47,thin
152,93,thin
159,57,thin
120,42,thin
156,96,thin
126,88,thin
150,37,thin
151,79,thin
192,71,thin
155,91,thin
172,76,thin
126,60,thin
149,99,thin
178,93,thin
154,93,thin
166,90,thin
163,89,thin
154,56,thin
189,54,thin
189,55,thin
165,75,thin
175,39,thin
129,83,thin
135,94,thin
164,80,thin
171,63,thin
192,47,thin
173,60,thin
185,52,thin
140,93,thin
121,58,thin
167,64,thin
185,53,thin
173,35,thin
149,99,thin
172,92,thin
192,65,thin
191,74,thin
124,92,thin
200,94,thin
149,43,thin
145,75,thin
123,37,thin
168,69,thin
185,98,thin
162,75,thin
188,73,thin
142,87,thin
134,53,thin
177,36,thin
140,41,thin
130,55,thin
168,44,thin
139,46,thin
162,77,thin
182,41,thin
158,82,thin
190,96,thin
176,97,thin
139,45,thin
177,46,thin
189,48,thin
154,60,thin
172,75,thin
146,99,thin
158,36,thin
159,46,thin
187,70,thin
173,58,thin
168,98,thin
138,66,thin
181,72,thin
168,92,thin
188,75,thin
177,91,thin
199,73,thin
141,36,thin
187,50,thin
183,40,thin
168,38,thin
198,63,thin
135,56,thin
150,56,thin
131,82,thin
189,66,thin
194,90,thin
126,75,thin
190,54,thin
169,63,thin
171,77,thin
196,78,thin
153,99,thin
153,97,thin
121,66,thin
178,39,thin
154,100,thin
137,92,thin
160,80,thin
159,98,thin
144,60,thin
180,45,thin
183,40,thin
139,83,thin
195,56,thin
196,54,thin
152,98,thin
168,67,thin
166,68,thin
143,93,thin
183,41,thin
152,42,thin
148,68,thin
152,58,thin
171,87,thin
167,70,thin
162,83,thin
152,45,thin
151,69,thin
190,63,thin
141,50,thin
173,95,thin
198,93,thin
123,47,thin
168,68,thin
121,59,thin
197,48,thin
135,50,thin
171,54,thin
122,40,thin
178,87,thin
172,75,thin
185,68,thin
191,58,thin
124,72,thin
174,52,thin
168,50,thin
179,48,thin
133,65,thin
183,98,thin
175,89,thin
176,51,thin
123,70,thin
177,54,thin
152,91,thin
145,57,thin
139,80,thin
142,94,thin
129,71,thin
138,71,thin
161,46,thin
136,83,thin
126,90,thin
142,70,thin
133,89,thin
142,40,thin
150,67,thin
168,66,thin
143,92,thin
147,66,thin
143,71,thin
140,99,thin
122,98,thin
148,96,thin
124,90,thin
132,81,thin
130,85,thin
132,100,thin
129,37,thin
150,66,thin
175,83,thin
186,37,thin
184,49,thin
134,56,thin
137,41,thin
167,37,thin
123,85,thin
152,60,thin
123,85,thin
169,73,thin
124,50,thin
156,99,thin
142,60,thin
140,98,thin
196,92,thin
196,46,thin
127,80,thin
164,65,thin
181,65,thin
185,64,thin
166,36,thin
168,95,thin
124,40,thin
135,40,thin
157,63,thin
182,61,thin
160,46,thin
193,91,thin
163,41,thin
179,54,thin
180,83,thin
163,94,thin
136,87,thin
146,80,thin
174,84,thin
133,37,thin
137,41,thin
121,55,thin
170,89,thin
136,97,thin
178,50,thin
138,52,thin
185,80,thin
143,78,thin
180,89,thin
146,37,thin
148,40,thin
186,98,thin
183,35,thin
192,45,thin
163,60,thin
165,60,thin
154,88,thin
167,70,thin
135,51,thin
123,82,thin
168,96,thin
141,54,thin
185,44,thin
197,64,thin
167,59,thin
157,56,thin
178,62,thin
165,60,thin
193,83,thin
147,85,thin
181,85,thin
155,60,thin
126,44,thin
140,86,thin
166,59,thin
200,81,thin
187,73,thin
200,97,thin
189,50,thin
189,80,thin
187,56,thin
136,61,thin
159,77,thin
142,57,thin
190,36,thin
127,64,thin
157,48,thin
141,45,thin
196,40,thin
148,49,thin
162,36,thin
165,79,thin
200,76,thin
199,48,thin
150,75,thin
130,77,thin
173,55,thin
198,59,thin
190,73,thin
157,95,thin
199,80,thin
165,70,thin
152,100,thin
180,54,thin
130,95,thin
140,54,thin
161,99,thin
181,90,thin
161,84,thin
147,56,thin
183,55,thin
191,88,thin
176,52,thin
187,44,thin
186,58,thin
145,64,thin
157,89,thin
134,53,thin
130,57,thin
139,89,thin
156,58,thin
193,95,thin
170,40,thin
147,48,thin
122,92,thin
133,90,thin
185,45,thin
124,71,thin
185,52,thin
132,64,thin
132,75,thin
180,73,thin
139,41,thin
121,70,thin
196,70,thin
157,75,thin
171,97,thin
150,57,thin
169,77,thin
181,35,thin
148,49,thin
143,82,thin
157,66,thin
192,91,thin
174,52,thin
158,100,thin
195,52,thin
164,58,thin
143,71,thin
187,100,thin
193,64,thin
174,80,thin
158,69,thin
177,75,thin
152,97,thin
159,79,thin
171,77,thin
161,85,thin
192,60,thin
142,91,thin
134,40,thin
179,77,thin
120,96,thin
137,56,thin
153,88,thin
154,56,thin
197,71,thin
159,67,thin
173,60,thin
136,44,thin
155,61,thin
145,72,thin
174,92,thin
133,36,thin
127,95,thin
124,47,thin
131,66,thin
148,70,thin
164,37,thin
133,79,thin
170,93,thin
194,92,thin
122,59,thin
200,36,thin
162,87,thin
189,73,thin
163,62,thin
153,57,thin
178,55,thin
196,70,thin
131,97,thin
171,65,thin
174,49,thin
185,93,thin
151,73,thin
125,91,thin
156,67,thin
135,58,thin
143,54,thin
168,63,thin
125,90,thin
133,54,thin
154,44,thin
189,74,thin
186,74,thin
147,51,thin
152,58,thin
155,53,thin
196,46,thin
120,72,thin
185,46,thin
157,95,thin
159,54,thin
139,41,thin
196,98,thin
127,63,thin
195,91,thin
197,71,thin
128,40,thin
196,62,thin
163,41,thin
163,58,thin
196,49,thin
155,56,thin
